tweet,label
بيان  مديرية_الطيران_المدني عن رحلة الخطوط القطرية  طهران  بيروت بقول كانت حاملة “جثمان من كندا وبريد سياسي” بينما البيان القطري الرسمي بقول “خالية من أي بضائع أو ركاب” مطلوب من المسؤولين عنا توضيح... مش ناقصنا فضايح وتناقض ممكن يزيد عدم الثقة بزمن  كورونا,fake
الصين فيها مليار ونص وما طلع معن نكت أد ما نكتوا علي ب  لبنان     كورونا  سنموت_بعد_قليل  لا_داعي_للهلع,fake
"إيطاليا   كورونا_الجديد   المواطنون في إيطاليا يلقون بأموالهم في الشوارع   قال تعالى  ""يوم لا ينفع مال ولا بنون .. إلا من أتى الله بقلب سليم""",fake
أ.ب عن مسؤولين ألمان: توقعات بالقبض على المزيد من المتورطين في مخطط إسقاط الحكومة,real
شويغو: القوات المسلحة ستزيد من استخدام الطيران في مناطق عمليات الدفاع الجوي الجديدة للعدو,real
عليكم بالوضوء فهو يطهر الجسم من الفايروسات والجراثيم وعليكم بكثرة ذكر الله عزوجل     كورونا_في_الكويت,fake
١- سبحان الله أول مره نفرح بقدوم الغبار والسبب كلنا عندنا معلومه بأن الفيروسات الغير مرئيه لايقضي عليها الا الغبار فسبحانك ربي ما أعظمك وما ألطفك بعبادك سبحان الله الذي سير الغبار إلينا في وقت لم نعتاد على الغبار في مثل هذا الوقت وهذا الشي يجب ان نتفكر به    كورونا_في_الكويت,fake
الرئاسة الأوكرانية: قرار كندا بشراء بطارية NASAMS لبلادنا سيساهم في تعزيز الأمن الأوروبي,real
"الشعب العراقي يطالب كتلة ""سائرون"" بتحديد اتجاه مسيرهم",satire
سانا على تويتر: دفاعاتنا الجوية تتصدى لصواريخ العدوان الإسرائيلي في محيط  دمشق,real
اسراب من الغربان والبعوض تضرب الصين،،،سبحانك ربي    كورونا_الصين,fake
الدفاع الروسية: إسقاط 15 مسيرة أوكرانية خلال يوم واحد في دونيتسك ولوغانسك وزابوروجيا وخيرسون,real
"الدفاع المدني ينقذ شابا في حالة متوسطة بعد أن علق مع عائلته لعشر ساعات متواصلة

 دفء_العائلة  911  ثلج_ثلج  إصلاح_وتهذيب  وائل_كفوري  الخ",satire
إيلون ماسك يعيد حساب ترامب ليشتت الناس قليلا عن غبائه,satire
السعودية تصبح في مصاف الدول الكبرى التي علقت في حروب فاشلة لسنوات  حرب_اليمن,satire
البيت الأبيض: من الواضح أن الحرب في أوكرانيا دخلت مرحلة جديدة مع دخول الشتاء وتصعيد روسيا هجماتها,real
"بسبب "" كورونا""..  العراق يغلق معبرا حدوديا مع  إيران - على خلفية تسجيل حالتي وفاة وإصابات بالفيروس في إيران  - إعلام محلي: خلية الأزمة بوزارة الصحة العراقية قررت منع دخول المواطنين الايرانيين إلى العراق حتى إشعار آخر",fake
مؤشر داو جونز يرتفع بنحو ٩٠٠ نقطة بعد اعلان ان لقاح تطوره شركة موديرنا لمكافحة فيروس كورونا يحقق تقدما.,fake
أردوغان: إذا فشلت السويد في اتخاذ إجراءات إزاء حزب العمال الكردستاني قد يتصاعد التوتر في العلاقات,real
حزب الله يعرض اتفاقية الأمن مقابل وقف التحقيق,satire
فيروس_كورونا اختبار بسيط في 10 ثواني يعرفك هل انت مصاب بفيروس كورونا ام لا | مهم جدا&lt;br&gt;,fake
السيسي يغلق معبر رفح ويقفل التلفاز ويهدد بقطع المصروف عن غزة إن بقيت تشاغب,satire
مراسل  الجزيرة: الجيش الإسرائيلي يعتقل يحيى السعدي نجل القيادي بحركة الجهاد الشيخ بسام السعدي من مخيم جنين,real
انقلب السحر على الساحر .. اراد العالم الامريكي دمتري تدمير الصين وايران وايطاليا فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان امريكا تعلن ان الوباء خرج عن السيطره .... مخترع ( فايروس كورونا ) ٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠ العالم الأمريكي الذي اخترع فايروس كورونا كسلاح,fake
الرئيس الإيراني: التهديدات لن تؤثر في عزمنا على التقدم والعقوبات والضغوط لا أثر لها,real
المصالحة_الخليجية  - بدأت إدارتا الجزيرة   والعربية   مباحثات تهدف إلى إعادة توحيد الأخبار وفي موقعيهما الإلكترونيين وقنواتهما بعد المصالحة بين إداراتيهما الحقيقيتين المتناحرتين منذ أكثر من ثلاث سنوات، ويا دار ما دخلك شر ولا محبة إلا بعد عداوة.,satire
هل أعجبت بمدى تفاني أحد الكتاب (أو حتى أحد رسامي الكاريكاتير) في التطبيل والتملق؟ ساعدنا في إيجاد  صرة_الدنانير الثمينة التي نبحث عنها بمشاركة الرابط مع وسم  جحصع,satire
الاعب كريستيانو رونالدوا  يحول جميع فنادقه في البرتغالي الى عيادات تستقبل  مرضى فايروس  كورونا ويتكفل بدفع رواتي الأطباء والممرضين مؤلم عندما تجد ان لاعب كرة قدم يستطيع دفع رواتب الاطباء و الممرضين ، عندها فقط تعلم ان العالم ليس عادلا حقا  كورونا,fake
تعالوا ناخذ وصفه طبيعيه خلال ساعه باذن الله تنقذنا وتخلصنا من الكورونا ومن ملبوساتها وتعيد لكم عجله الحياه الطبيعيه وتحرركم من سجن الكورونا تلفون972522878900  جاهز ان اسلمها لكبار علماء الذب بالعالم ليفحصوها  .,fake
رئيس الحكومة المغربي يؤكد أنه لن يرتاح حتى يصلي في الأقصى بعد استصدار تأشيرة سياحية من إسرائيل,satire
خاصية “الميموريز” تساعد ناشطا على حذف صوره مع أبيات الشعر والأقوال المأثورة ومنشورات الحماس الزائد في بداية  الربيع_العربي,satire
نائب رئيس الوزراء الروسي: ندرس مع الصين تسوية المدفوعات دون استخدام نظام سويفت عبر فتح حسابات مصرفية متبادلة,real
صورة ل  كورونا المصرية  الله اكبر وتحيا مصر..  الصين تعلن رسميا منذ سا عات نجاح المصل المصرى التى قدمته الد كتورة هالة  وزيرة الصحة المصرية  الى وزارة الصحة الصينية والذى اثبت…,fake
مراسلة الجزير: وزير الأمن القومي الإسرائيلي إيتمار بن غفير يقتحم ساحات المسجد الأقصى,real
ليش تستغربون وتضجون لمن  قطر اعلنت استعداداتها لنقل المساعدات الطبية ل  ايران لمواجهة  كورونا ؟!   الامارات و  السعودية  قدمت اجهزة ومعدات طبية لإسرائيل وماحد تكلم مو بس كذا قدمتا اكثر من 10 مليار دولار لدعم المستشفيات الإسرائيلية    فيروس_كورونا,fake
بولندا تمنع شحنة لاجئين قادمين من بلاروسيا لعدم استيفائهم شروط الجودة الأوروبية,satire
3104 اصابة في لبنان بفيروس  كورونا  سنموت_بعد_قليل,fake
"باحثون  بريطانيون نشروا خريطة لاحتمالية انتشار  فيروس_كورونا حول العالم خلال الأشهر الثلاثة القادمة. هذه الإحصائية مبنية على قاعدة بيانات من 60,000 شخص من 5 ملايين شخص من  مدينة_ووهان فروا من المدينة قبل اجراءات حظر السفر من وإلي المدينة ..",fake
الجزيرة تدرس إعادة توحيد أخبارها مع العربية في ظل المصالحة الخليجية الجديدة,satire
صورة حصرية للأعراب الأشد كفرا ونفاقا,satire
مبتكر اللقاح ضد فيروس كورونا -إلناز إماتدينوف عمره 30 سنة نال درجة الدكتوراه في علوم الفيروسات والتحق عقب ذلك بمركز مكافحة الفيروسات والتكنولوجيا الحيوية بالقرب من نوفوسيبيرسك، حيث يعمل منذ حوالي ست سنوات وعندنا في البلاد عمره45 سنة وجل كتاباتة عن حرية المرأة ودع المخلوق للخالق,fake
الرئيس التركي: لدينا حق مشروع ولا أحد بإمكانه أن يقف أمام ممارستنا حقنا,real
كورونا  اكتشاف فيروس كورونا يتنقل ايضا عن طريق الذباب والبعوض خطير كافحوا الذباب وعقموا منازلكم ضد كل الحشرات الطائرة    الصحة   المدينة   الأمر_الملكي   فيروس_كورونا   خليك_بالبيت   منع_التنقل_بين_المناطق   الحجر_المنزلي,fake
بالصين اي حيوان يلاقونه            ياكلونه   وبالهند اي حيوان يلاقونه           يعبدونه   وبالكويت اي حيوان يلاقونه                             ينتخبونه     عرفتوا ليش  الكورونا الحين,fake
الحكومة تضيف فحص كورونا الإجباري لمصادر الدخل المستدام,satire
آمبر هيرد تثري حجج الرجال بعد 3500 سنة من تكرارهم قصة زليخة والنبي يوسف فقط,satire
وزير الدفاع التركي: يمكن تقديم مساهمات جادة لإحلال السلام في  سوريا والمنطقة عبر الجهود التي ستبذل قريبا,real
الأمين العام للنيتو: شراكتنا مع الاتحاد الأوروبي أهم من أي وقت مضى لأن اجتياح روسيا لأوكرانيا غير التحديات,real
سلطات دونيتسك الموالية لروسيا: تضرر مكتب اللجنة الدولية للصليب الأحمر في دونيتسك جراء قصف أوكراني,real
مساعد وزير الخارجية الإيراني للجزيرة: التهديدات الإسرائيلية لا تقلقنا ومستعدون للرد على أي اعتداء,real
بايدن يفتتح الموسم الجديد لضرب سوريا,satire
سلطات ولاية نيويورك الأمريكية: وفاة 25 شخصا في منطقة بوفالو غربي الولاية بسبب موجة البرد القارس,real
الأمين العام للنيتو: سنستمر ونصعد ونضمن حصول أوكرانيا على الأسلحة والذخيرة طالما تطلب الأمر,real
"مارين لوبان: ""لن نقبل أي مسؤول عربي في مستشفياتنا لمواجهة فيروس كورونا"" :""كان لديهم60سنة بين أيديهم لبناء مستشفيات  لكنهم لم يفعلوا ذلك"" أتمنى أن لا يستقبلهم أي مستشفى في أوروبا و أن يعالجوا في مستشفيات بلدانهم ليعرفوا حجم الضرر الذي تسببوا فيه لشعوبهم المقهورة  انا_مع_ماري",fake
رئيس مجموعة زوكونفت الألمانية: وضع سقف لأسعار الغاز وهم سياسي لا يمكن تنفيذه عمليا,real
جوزيف بوريل: روسيا تدمر البنية التحتية المدنية في أوكرانيا وهي جريمة حرب وسنساعد في محاسبة مجرمي الحرب,real
ايران_تصدر_كورونا_للخليج هذا سلاحها تصدره ويحمله خونة الدين والوطن والانسانيه .,fake
أنباء مؤكدة  إصابة تميم بن حمد أمير دويلة قطر الإرهابية بفيروس كورونا بعد استقباله مندوبة أمريكية حاملة للمرض قادمة من إيطاليا  نسأل الله أن يهلك الظالمين بما ظلموا,fake
رويترز: الاتفاقية الدفاعية المزمع توقيعها بين بريطانيا واليابان تسمح للبلدين بنشر قوات على أراضي كل منهما,real
وزير الخارجية الأمريكي يندد بوحشية حركة مقاطعة إسرائيل المعادية للسامية من خلال مطالبتها بحقوق وحريات الساميين العرب في فلسطين,satire
هجوم اسراب من الغربان والبعوض على الصين شي عجيب   كورونا,fake
وسائل التواصل تؤكد أنها لا تحظر أخبار وصور تدعم المڡ*او*ه الڡلسط*ٮىه أو تنتقد حرى الاحٮلا.ل الإسر|ئٮلى ضد الڡلس*طٮٮٮىڈ ڡى كاڡه الأراصى الڡلسطٮٮٮه، مشيرة إلى أن حواررمٮا*ٮها عادلة لا تفرق بين المحتوى الصه*ٮوٮ*ى أو محتوى الٮ|سطىں الڡلس*طٮ.ٮٮ.ىں.,satire
عمدة ميكولايف الأوكرانية: نحذر من هجوم صاروخي روسي واسع وندعو السكان إلى توخي الحذر,real
مباشرة من ⁧ البيت_الأبيض⁩ لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن  ⁧ كورونا_فيروس⁩  بأنه خدعة وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا حسبنا الله ونعم الوكيل.,fake
اراد العالم الامريكي دمتري تدمير الصين وايران وايطاليا فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان امريكا تعلن ان الوباء خرج عن السيطره .... مخترع  فايروس كورونا  العالم الأمريكي الذي اخترع فايروس كورونا كسلاح جرثومي لتأديب الشعوب التي تتحدى أمريكا ينشر الفايروس .يتبع,fake
مصر تستحدث تهمة تشويه صورة السجون لمحاكمة السجناء المكتئبين,satire
استثناء رامسفيلد من قاعدة الميتين الذين لا تجوز عليهم إلا الرحمة,satire
"وصلت الحدود مسودة لعقد التحالف الأمريكي، نضعها بين أيديكم قبل رفع النموذج الإلكتروني على موقع الخارجية الأمريكية وبدء التهافت لتوقيعه. 
نرجو قراءة البنود بترو، وما كان أوله شرط آخره نور، ودامت الأفراح حليفة دياركم العامرة.",satire
مراسل  الجزيرة: عمليات تخريب خلال مواجهات بين قوات الأمن الفرنسية ومحتجين على مقتل 3 أكراد في هجوم باريس,real
الخارجية الإيرانية: ندين بشدة العدوان الصهيوني على مطار  دمشق ونعتبره انتهاكا لسيادة  سوريا ووحدة أراضيها,real
الخارجية الروسية: الولايات المتحدة تخطط لإبقاء الأعمال القتالية في أوكرانيا حتى نهاية عام 2025 على الأقل,real
وزراء خارجية 12دولة والاتحاد الأوروبي: ندعو طالبان للتراجع فورا عن قرار منع النساء من العمل بالمنظمات الإغاثية,real
لبنان - السلطات تلبي مطالب أهالي  طرابلس بعدم تجاهلهم وترسل قوة أمنية خاصة لقمعهم,satire
السعودية ترد على تقرير الCIA بتقرير يثبت تورط بايدن بتزوير الانتخابات,satire
فوز ماكرون بولاية ثانية بعد إقناعه الناخبين ببرنامجه القائم على أنه ليس لوبين,satire
الكمامة اللون الأبيض والأزرق  الجهة البيضاء مسؤولة عن التعقيم إن كنت مصاب يجب أن تضع الجهة البيضاء إلى الداخل على الأنف والفم لحماية الناس من حولك.  الجهة الزرقاء إلى الداخل على الأنف والفم لتجنب العدوى وحماية نفسك.  منقول   فيروس_كورونا,fake
نبيه بري يتسلم من نبيه بري رئاسة مجلس نبيه بري,satire
الخارجية الصينية: نعارض بشدة القيود التمييزية التي تفرضها دول تجاه المسافرين الصينيين وسنتخذ إجراءات مضادة,real
"-  إيطاليا تفقد السيطرة كليا عن إحتواء الفيروس  ورئيس الوزراء يقول باكيا :   "" إنتهت حلول الأرض ؛ الأمر متروك للسماء ""  إيطاليا   الكورونا   الحجر_الصحي   StayAtHome   StayAtHomeChallenge   StaySafe   StaySafeStayHome",fake
"الرئيس دونالد  ترامب عبر  تويتر : ""الدولة العميقة"" في إدارة ""الغذاء والدواء"" بإبطاء تجارب لقاحات  كورونا    فيروس_كورونا  كوفيد_19  الولايات_المتحدة_الأمريكية  بوابة_الأخبار",fake
الجيش السوري: الاستيلاء على أملاك المغتربين أضعف الإيمان بما أننا قصرنا بقتلهم,satire
جحصع3 - موعدنا غدا. سنعلن عن المواقع الصحفية المحظوظة الفائزة بالجائزة ونعرض نخبة من أردأ ما أنتجته الصحافة، احتفاء بمساهمة الصحفيين الفعالة في إنتاج البروباغندا ونشر الجهل وبث الكذب وتعميم التضليل وترسيخ الكراهية,satire
مسؤول حكومي للجزيرة: قتلى وجرحى في تفجير وقع داخل مدرسة دينية في ولاية سمنغان شمالي أفغانستان,real
الأسد في زيارة تاريخية لمحور الرجعية البترودولاري الإمبريالي,satire
الدفاع الروسية: مقتل 63 جنديا روسيا جراء هجوم صاروخي للقوات الأوكرانية على ماكييفكا في دونيتسك,real
إصابة اللاعب باولو ديبالا بفيروس  كورونا,fake
انقطاع الكهرباء يتسبب بمرور بابا نويل فوق سوريا ولبنان دون ملاحظتهما,satire
السلطات الأوكرانية في زابوروجيا: روسيا تعمل على تحويل محطة الطاقة النووية في المقاطعة إلى نظام الطاقة الروسي,real
بيل جيتس يتوقع ٧٠٠٠٠٠ ضحية نتيجة لقاح كورونا,fake
الجمعية العامة للأمم المتحدة تعتمد قرارا يطلب فتوى محكمة العدل عن انتهاك إسرائيل حق الفلسطينيين بتقرير المصير,real
الخارجية الإيرانية: مستعدون لإنهاء المفاوضات النووية شريطة مراعاة خطوطنا الحمر واستعدادنا لذلك لن يبقى للأبد,real
-  اصابة الزابيث ملكة بريطانيا بفيروس كورونا ، كورونا  عاوزينك تفرحنا فاللي عليه القصد والنية,fake
أردوغان: ننشئ حزاما أمنيا على طول حدودنا الجنوبية بأكملها من الغرب إلى الشرق في أقرب وقت ممكن,real
"مصادر رسمية تركية للجزيرة: أنقرة اشترطت انسحاب ""قوات  سوريا الديمقراطية"" من منبج وعين العرب وتل رفعت",real
السيسي يفاجئ المصريين بعاصمة مائية جديدة,satire
بشرى سارة..  الصين تتوصل لعلاج جديد ل فيروس  كورونا   صدى_البلد   البلد,fake
الناطق باسم الرئاسة التركية: الوضع الحالي لا يسمح بتصديق  تركيا عبر البرلمان على عضوية السويد في النيتو,real
السعودية - ابن سلمان يغلق باب الإفراج عن المعتقلين السياسيين حاليا حفاظا على المخزون الاستراتيجي منهم,satire
