,tweet,label
104,بايدن يطمئن زيلينسكي أنه سيردع بوتين بعصر ملامح وجهه بشكل مضاعف,satire
105,الغرب يتوعد بوتين برد حاسم إذا تجرأ على اجتياح بولندا,satire
106,الكويت تمنح البدون حق الشعور بالتعاسة وحرية الانتحار,satire
107,ابن زايد يهدي إردوغان حسين الجسمي بمناسبة عودة العلاقات,satire
108,بينيت يطمئن على الجالية الصهيونية في البحرين,satire
109,اسرائيل تتهم الفلسطينيين باتخاذ منازلهم كدروع بشرية,satire
110,الجهات المختصة في سوريا تنجح بتحرير خبر عن عودة الطفل فواز قطيفان بعد دفع عائلته الفدية,satire
111,السلطة الفلسطينية ترد بسرعة وقوة على اغتيال شباب فتح وتزيل أعلام حماس من جنازتهم,satire
112,المباحثات الروسية الأوروبية تصل إلى طريق مسدود لعدم تمكن الأطراف من سماع بعضهم البعض,satire
113,مصر تطلب من شركات الطيران تزويدها ببيانات الركاب مسبقا ليتسنى لها الترحيب بهم كما يجب,satire
114,وزير الدفاع الإسرائيلي يشكر ابن سلمان على حسن الترحيب في مضافة البحرين,satire
115,بايدن يقلد أمير قطر وسام أفضل أمير اسمه تميم في العالم,satire
116,مفاوضات الجزائر: عباس وهنية يتفقان على فتح سجون حماس على سجون السلطة وبناء سجن كبير موحد,satire
117,ابن زايد يبهر الرئيس الإسرائيلي بالعمارة الإماراتية ليقنعه بتوقيع عقد إعادة إعمار الهيكل,satire
118,إسرائيل تقترح على الإمارات التخلي عن القبة الحديدية وأخذ الإصبع الأوسط,satire
119,"ماكرون يطالب الجزائر بتغيير لقبها ليصبح ""بلد المليون متوف لأسباب طبيعية""",satire
120,الأسد يعفو عن العسكريين الفارين ويمنحهم شرف قتل السوريين مجددا,satire
121,ازدياد القلق بين سكان الإمارات من اكتشاف السلطات قلقهم حيال الوضع الأمني,satire
122,مخاوف من عودة الحريري للسياسة نظرا لإعلانه التنحي,satire
123,سعد الحريري يعتزل السياسة ليتيح الفرصة أمام الوجوه الجديدة من إخوته,satire
124,الأرصاد الجوية تحذر المواطنين من الضباب وانعدام الرؤيا والسيول والدخول إلى الحمام,satire
125,صعود مدو لسهم «أترضاه لزوجتك؟» مقابل سهم «أترضاه لأختك؟»,satire
126,الإمارات توسع عملياتها ضد الحوثي وتقصف جناح اليمن في إكسبو دبي,satire
127,التحالف العربي يلقن الحوثيين درسا في استهداف المدنيين على الأصول,satire
128,قيس سعيد يجرد القضاة من امتيازاتهم تمهيدا لتجريدهم من ملابسهم,satire
129,عدسة الحدود ترصد قيس سعيد خارجا من محكمة,satire
130,الشرطة الإسرائيلية تعثر على نسخة سليمة من القانون الدولي بين ركام بيت الصالحية,satire
131,محكمة إنستاغرام تأمر بإجلاء منى الكرد من الرأي العام,satire
132,الإمارات تستنكر الهجوم على مطار مدني مع أنها لا تستهدف في اليمن سوى المطارات والمدارس والمستشفيات والشوارع وبيوت العزاء العسكرية,satire
133,الفصائل الفلسطينية تصل إلى الجزائر لبحث سبل عقد جولة مصالحة في تايلند,satire
134,سعيد يطلق استشارة إلكترونية تتيح للمواطنين اختيار طريقة القمع التي يفضلونها,satire
135,قيس سعيد يأمر بإيقاف بطولة أمم إفريقيا وسجن الحكم الزامبي وإعدام المنصف المرزوقي,satire
136,السلطات اللبنانية تعد بتوفير بيئة أكثر أمنا للمتحرش لا تجبره على الهجرة,satire
137,وتمنى محمد شفاء  ا لابنة عمه بسمة وأهداها أجهزة إلكترونية مزينة بأحدث برامج التجسس والذكاء الاصطناعي,satire
138,ابن سلمان يتقدم بجزيل الشكر لنفسه عبر حساب الأميرة بسمة,satire
139,الأمن الفلسطيني يعتدي على نجل أسير لأن والده ليس هنا ليضرب,satire
140,ملك الأردن يعرض تشكيلته من الخطوط الحمراء على وزير الدفاع الإسرائيلي,satire
141,إيقاف شحنة مساعدات إنسانية من الإمارات إلى أهل اليمن,satire
142,الأردن: تعديل دستوري بإضافة مادة «الأردنيون والأردنيات والنواب والنائبات والوزراء والوزيرات لا علاقة لهم بقرارات الدولة المهمة»,satire
143,قيس يهدد منصف بتحويل حكمه للإعدام إن لم يرجع إلى تونس قبل انتهائه من العد ل ٣,satire
144,محمد بن راشد يعرض على الأميرة هيا دفع قيمة تسوية الطلاق على شكل قصائد,satire
145,القضاء المصري يصدر أحكاما مختلفة على علاء وباقر وأوكسجين ليثبت أنه درس ملفاتهم بعناية,satire
146,القضاء المصري يحكم بسجن علاء وأوكسجين وباقر وكأنهم كانوا طلقاء كل هذه الفترة,satire
147,ابن سلمان ينقل مهام الإشراف على الحج والعمرة لهيئة الترفيه,satire
148,مفاوضات فيينا: الغرب يهدد إيران بإفلات إسرائيل لتوجيه ضربة نووية إليها ما لم توقف أنشطتها النووية,satire
149,قيس سعيد يطالب بتغيير الدستور الحالي لأنه لا يتماشى مع الدستور,satire
150,ليبيا: تأجيل الإعلان عن المرشحين لحين انتهاء الانتخابات,satire
151,لبنان يسمح للفلسطينيين بالعمل نظرا لصعوبة هجرتهم للخارج,satire
153,إسرائيل تهدد بوضع النمسا على قائمة الإرهاب إن استضافت مسؤولين إيرانيين في مباحثات فيينا بشأن الملف النووي الإيراني,satire
154,ردا على المظاهرات ضد التطبيع: ملك المغرب يدعو لقطع العلاقات مع الشعب,satire
155,الغرب يتعم إفريقيا بالتسبب بالمتحور الجديد لسماحها بوجود سكان أكثر من حصتها باللقاحات,satire
156,السيسي يفاجئ المصريين بعاصمة مائية جديدة,satire
157,هاني شاكر يصدر أمرا بمنع أي شخص من الغناء في الحمام إذا لم يكن عضوا في نقابة المهن الموسيقية,satire
158,إلغاء المفتي ومنصبه بعد انزعاج الأسد من تشبيحه المفرط,satire
160,بولندا تمنع شحنة لاجئين قادمين من بلاروسيا لعدم استيفائهم شروط الجودة الأوروبية,satire
161,سعيد يؤكد للمحتجين أن فتح مكب نفايات متفق مع الدستور,satire
162,الجيش السوداني يؤكد أنه لم يطلق النار على المتظاهرين وإنما الرصاص,satire
163,الحشد الشعبي يندد بمحاولة اغتيال الكاظمي وفشلها,satire
164,الحكومة العراقية تلفت انتباه الميليشيات إلى أن الكاظمي رئيس وزراء وليس ناشطا سياسيا,satire
165,الدول العظمى تتعهد بخفض انبعاثات الكربون بنسبة 1350%,satire
166,زوكربرغ يبتكر عالما موازيا يكون عرصا فيه أيضا,satire
167,وفد إسرائيلي يزور السودان للاطمئنان أن الجيش لن يخضع لإرادة الشعب بأي مسألة,satire
168,ابن سلمان يقرر بناء لبنان جديد له وحده في نيوم,satire
170,ابن سلمان يحتجز عائلة الجبري بعدما تبين له إماكنية أن تزر وازرة وزر أخرى,satire
173,إردوغان يحول سفارات الدول العشر إلى مساجد,satire
174,بينيت: المنظمات الفلسطينية تستعمل الصور والمقالات لتحضير مواد متفجرة,satire
175,الإمارات تمول كتيبة من المرتزقة لإخماد ثورة بركان لاس بالماس,satire
176,الأسد يتأكد من زوال آثار الدماء عن يديه استعدادا للانفتاح على المجتمع الدولي,satire
177,المجتمع الدولي يمنح بشار الشرعية بعد اجتيازه اختبارات التحمل,satire
178,"الشعب العراقي يطالب كتلة ""سائرون"" بتحديد اتجاه مسيرهم",satire
179,العالم: الأسد بريء حتى نجد من تبقى من الشهود لتثبت إدانته,satire
180,السلطات الأردنية تتوصل لطريقة تحول من خلالها الدم إلى مياه,satire
181,حزب الله يعرض اتفاقية الأمن مقابل وقف التحقيق,satire
182,الأردن يشتري من إسرائيل مزيدا من مياه الأردن بسعر مخفض,satire
184,التعديلات الوزارية: اهتراء المصحف الذي يقسم عليه الوزراء الأردنيون,satire
185,الحكومة الأردنية توزع حقائب وزارية جديدة احتفالا بالعام الدراسي الجديد,satire
186,العراق: قناصون يتعهدون برفع نسبة المشاركة في الانتخابات المقبلة,satire
187,بشار يسمح لعمه بالعودة ليعلمه كيف يرتكب القادة الحقيقيون المجازر,satire
188,الملك عبدالله ينجح برفع اسم الأردن على إحدى القوائم العالمية وجذب اهتمام العالم بها,satire
189,محمد بن راشد: وثائق باندورا أثبتت أنني مسؤول شريف وشركاتي الأوفشور مسخرة لخدمة الدولة وهدفها التجسس,satire
190,ملك المغرب يتعهد بمحاسبة كل من يتجرأ على قذف ثروة محصناته,satire
191,وثائق باندورا: الأردن يقرر حجب النت ومنع القراءة,satire
192,قيس يجد مادة دستورية تتيح له تعيين مجلس نواب,satire
193,الانتخابات القطرية تفرز مجلس شورى قويا مفتول العضلات خاليا من النساء,satire
194,طالبان تؤكد التزامها بالموضة العالمية بفرض اللحى على الرجال,satire
195,البرلمان اللبناني يمنح الحكومة الجديدة ثقة عمياء نتيجة انقطاع الكهرباء,satire
196,ميقاتي: دخول الوقود الإيراني انتهاك لسيادة لبنان.. ولو سمحت فولي التنك على الآخر,satire
197,"الاتفاق_الابراهيمي - ""قطار السلام"" يدهس الفلسطينيين...نظرا لسرعة قطار التطبيع، يبدو أن العين الإماراتية فوتت بعضا من المحطات أثناء تتبع مسيره، نذكر منها محطة التوسع الاستيطاني والقمع في الشيخ جراح والحرب على غزة وحقيقة أن الشعب الفلسطيني يعيش تحت نظام احتلال وفصل عنصري",satire
198,مصر تستحدث تهمة تشويه صورة السجون لمحاكمة السجناء المكتئبين,satire
199,إسرائيل: من بلغ عن الأسرى هو الشيخ عز الدين القسام شخصيا,satire
200,بينيت: ما هزني ليس أن الأسرى شقوا الأرض بل أنها لم تبلعني,satire
201,مخاوف من ظهور نفق في مكتب رئيس الوزراء,satire
202,خبير إسرائيلي: ما حفر ليس نفقا في الأرض بل في مؤخرتنا,satire
205,السيسي يغلق معبر رفح ويقفل التلفاز ويهدد بقطع المصروف عن غزة إن بقيت تشاغب,satire
207,أميركا تهدد بصعق لبنان بالكهرباء إذا استخدم الوقود الإيراني في توليدها,satire
208,بعد محاربتها طالبنا ل٢٠ سنة: أميركا تترك أفغانستان في أيد أمينة,satire
209,عون يرسل فرقا إغاثية للملمة ما تبقى من الوقود في عكار,satire
210,قطر تنظم انتخابات تشريعية تتيح ل٥٪ من ال١٠٪ القطريين الانتخاب,satire
211,لصوص يؤجلون السطو إلى حين غياب الضوء وتفكيك الكاميرات,satire
212,الحكومة اللبنانية تعد بمحاسبة المسؤول عن تفجير  المرفأ في حال كرر فعلته,satire
213,الأردن: بعد ١١ عاما فقط من إطلاق مشروع الباص السريع، ازدحامات مرورية وحوادث دهس بسبب التسرع بتشغيله,satire
214,رئيس الحكومة المغربي يؤكد أنه لن يرتاح حتى يصلي في الأقصى بعد استصدار تأشيرة سياحية من إسرائيل,satire
215,سد_النهضة  - حملة مصرية لإقناع السيسي   بأن آبي أحمد من الإخوان المسلمين حتى يتحرك ضده,satire
216,السيسي يأمر نهر النيل بالفيضان على إثيوبيا فورا,satire
217,آبي آحمد يقترح على السيسي تبليط النيل,satire
218,السعودية والإمارات تعلنان النفير والتعبئة العامة لتجنيد موسيقيين,satire
219,استثناء رامسفيلد من قاعدة الميتين الذين لا تجوز عليهم إلا الرحمة,satire
220,الكاظمي يعد الحشد بحضور عروضهم العسكرية كلما أثبتوا جدارتهم في الشوارع,satire
222,هل أعجبت بمدى تفاني أحد الكتاب (أو حتى أحد رسامي الكاريكاتير) في التطبيل والتملق؟ ساعدنا في إيجاد  صرة_الدنانير الثمينة التي نبحث عنها بمشاركة الرابط مع وسم  جحصع,satire
223,الحكومة تضيف فحص كورونا الإجباري لمصادر الدخل المستدام,satire
224,اعتماد ٥٠ قتيلا فما فوق كعدد منطقي للحديث عن الأوضاع في اليمن,satire
225,"هل لاحظت أن أحد الناشرين يتميز بخيال واسع وقدرة عالية على فبركة السيناريوهات و/أو اختلاق أخبار من العدم؟
قد يكون هذا هو  الكذب_الصريح بعينه! رشحه لنا بمشاركة الرابط مع وسم  جحصع",satire
226,هل شعرت بعد قراءتك لمقال ما أن الكاتب فنان موهوب في الترويج للكراهية و/أو العنصرية و/أو التمييز ضد جماعة لا تعجبه؟ لعلك عثرت على  أفضل_خطاب_كراهية. رشحه لنا بمشاركة الرابط مع وسم  جحصع,satire
227,إسرائيل تسند تهمة إثارة الغبار لخمس مكانس اعتقلتها خلال مسيرة الأعلام,satire
228,السعودية تلتف حول إلغائها عقوبة إعدام القصر بانتظارهم ليكبروا,satire
229,أبو مازن يبارك لأخت الحزب الشيوعي الصيني,satire
230,دراسة تثبت أن دورتك الشهرية متأخرة لأنك متوترة بسبب تأخر الدورة عليك,satire
231,حذر رب الكراهية وخطاب الكراهية، الكيان الذي يفيض بكل معاني السوء، حذر من خطاب كراهية ينافس كراهيته للفلسطينيين والعرب ويهدد أساس وجوده. لمعرفة المزيد من التفاصيل، اقرأ المقال,satire
232,التجسيد الحي لخطاب الكراهية يحذر من تصاعد خطاب الكراهية تجاه كراهيته للآخرين,satire
233,اسرائيل تطلب من جنودها السير في مجموعات والإمساك بأيد بعضهم وعدم التحدث مع الغرباء,satire
234,دورية إسرائيلية تعتقل منى الكرد لأنها إن لم تفعل ذلك ستعتقلها دورية أخرى,satire
236,"شدد مستر سلطع* على وقوفه إلى جانب نتنياهو حتى لو رفض فكرة الوفاق وخسر الانتخابات ""لدي باع طويل بالاستمرار في السلطة حتى بعد خسارتي الانتخابات، وكما ساعدتني إسرائيل في تحقيق ذلك، أنا جاهز لأرد الجميل لا قدر الله"".",satire
237,أبو مازن يعرض خبراته في الوفاق الوطني على نتنياهو,satire
238,سفير الإمارات يطلب المغفرة لتقصير بلاده مع إسرائيل خلال الحرب الأخيرة على غزة,satire
239,"انطلاقا من مبدأ ""العيلة اللي مفيهاش صايع حقها ضايع""؛ هدد رئيس الوزراء الأثيوبي آبي أحمد بفتح سدادة بالوعة نهر النيل لتشفط مياهه كلها وتلف في زوبعة مرة ومرتين وتبقبق عند نزولها إلى المجاري تحت الأرض ما لم تكف مصر والسودان عن العنتريات والمناورات العسكرية المشتركة.",satire
240,"آبي أحمد يهدد ""أي فعل عدائي من مصر والسودان وسأفتح سدادة نهر النيل""  سد_النهضة",satire
241,"البحث في موقع جريدة الوطن العمانية   عن ""الاهتمام السامي"" و""العناية السامية"" يفضي إلى 382 صفحة، يتسع كل منها ل ٥ عناوين، ما يعادل 1760 مقالا",satire
242,بفضل الاحتجاجات الشعبية الأخيرة في مدينة صحار العمانية، تمكن فريق  جحصع من اكتشاف الكنوز الدفينة التي تخبئها الصحافة العمانية، حيث يعمي بريق السلطان عيون المحررين ويمنعهم من رؤية أي أحداث أخرى في السلطنة.,satire
243,الأردن صاحب الوصاية على  المسجد_الأقصى يحذر إسرائيل من مغبة المساس بالسجاد الجديد الذي فرشه في المسجد قبل بضعة أشهر أو إلحاق الضرر باللوازم التي وضعها فيه، مثل برادات الماء والمصابيح الموفرة للطاقة ومقابض الأبواب وأكياس حفظ الأحذية.,satire
244,وسائل التواصل تؤكد أنها لا تحظر أخبار وصور تدعم المڡ*او*ه الڡلسط*ٮىه أو تنتقد حرى الاحٮلا.ل الإسر|ئٮلى ضد الڡلس*طٮٮٮىڈ ڡى كاڡه الأراصى الڡلسطٮٮٮه، مشيرة إلى أن حواررمٮا*ٮها عادلة لا تفرق بين المحتوى الصه*ٮوٮ*ى أو محتوى الٮ|سطىں الڡلس*طٮ.ٮٮ.ىں.,satire
245,دعت   طواقمها إلى رمي أقلامهم وكاميراتهم واستبدالها ببندقيات إم ١٦، وتحريك مؤخراتهم عن مكاتبهم المريحة للتمركز في طائرات الأباتشي، استعدادا لخوض معارك حقيقية على أرض الواقع عوض التحريض على قتل الفلسطينيين وتبريره بالأساليب الإعلامية التقليدية.,satire
246,إسرائيل تقصف المعبر الواصل بين غزة والجنة  غزه_تقاوم,satire
247,الأردن تقمع مظاهرة داعمة لفلسطين لأن الملك يقوم بالواجب وزيادة,satire
248,نصر الله يتوعد بإنزال غضبه على الفلسطينيين الذين يحاولون أخد دوره في المنطقة,satire
249,العراق - أعرب وزير الصحة عن بالغ حزنه على القتلى والمصابين جراء الحريق الذي اندلع في مستشفى ابن الخطيب، وأكد على ضرورة تحلي المواطنين بقليل من المنطق وتخفيف غضبهم، لأن فرص شفاء المرضى كانت ضعيفة أصلا، في ظل تدهور الرعاية الصحية والخدمات في كافة منشآت القطاع الصحي.,satire
250,الكويت -القوانين تأخذ بعين الاعتبار احترام الرجل للمرأة كأساس للمجتمع؛ فلو كانت جرائم الشرف تعاقب بالسجن المؤبد أو الإعدام، لن يكون بوسع الدولة معرفة إذا ما كان الرجال يمتنعون عن قتل أخواتهم وزوجاتهم بدافع الحب والتقدير أم بدافع الخوف من العدالة.,satire
251,الكويت - بعد أول محاولة قتل، اضطلعت النيابة العامة بدورها وحبست المتهم بضعة أيام من باب الدعم المعنوي للمشتكية، لكن النيابة أفرجت عنه مجددا لكي تستمر المعركة العادلة بين الطرفين دون انحياز الدولة للمرأة؛ فذلك كان ليكرس أنها الطرف الأضعف,satire
252,رغم إدراك    لخطئها وحذفها التغريدة، إلا أننا نصر على تصحيحها كي تتعلم من أخطائها وتبذل جهدا أكبر في تعليم صحفييها ألف باء الصحافة والأخلاق,satire
253,تويتر تستنكر تجسس السعودية على  عبد_الرحمن_السدحان دون احترامها حق الشركة ببيع بياناته,satire
254,نشكر اليوم السابع   على مبادرتها ال ة بلم أصناف متنوعة من الكذب وتحريف التاريخ في مكان واحد، الأمر الذي سيثري محتوى وترشيحات فئة الكذب الصريح في هذا الموسم من جائزة الحدود للصحافة العربية ( جحصع) ويسهل عملنا...,satire
255,خبراء يؤكدون أن مصائب مصر جميعها تهون أمام هذه المصيبة,satire
257,"وصلت الحدود مسودة لعقد التحالف الأمريكي، نضعها بين أيديكم قبل رفع النموذج الإلكتروني على موقع الخارجية الأمريكية وبدء التهافت لتوقيعه. 
نرجو قراءة البنود بترو، وما كان أوله شرط آخره نور، ودامت الأفراح حليفة دياركم العامرة.",satire
258,إيمانا منه بأن الثابت الوحيد هو التغيير، أعلن الرئيس الأميركي جو بايدن أن التحالفات ستتم من الآن فصاعدا على شكل عقود مؤقتة، تضمن المرونة في تحويل الحليف إلى عدو وإعدامه أو اتهامه بالإرهاب أو تركه عرضة لنيران حليف جديد.,satire
