,tweet,label
39,أي حد يتكلم علي لقاح لوهم كورونا القاتل المسرطن لا تثق فيه لانه يعمل مع جافي و بيل جيتس أردوغان في ختام ملاحظاتي ، أود أن أؤكد على استعداد تركيا للعمل بالتعاون مع التحالف العالمي للقاحات جافي وأصحاب المصلحة الآخرين للجهود المبذولة في فترة ما بعد الجائحة.,fake
40,تجاوزت الجرعات المعطاة ل  لقاح_كورونا في السعودية  المليون جرعة .,fake
41,وزارة الصحة و البيئة :  العراق أول بلد سيحصل على لقاح  فيروس_كورونا في حال إقراره  الشرقية  الشرقية_نيوز,fake
42,مشاهد صادمة من  الصين ، تم إعدام عدة مصابين بإطلاق النار عليهم في الشوارع، لا يوجد أخبار مؤكدة عن حقيقة ما يجري سوى أن الحال أصبحت مزرية ويرثى لها .  فيروس_كورونا,fake
43,عوارض  كورونا. هيك هيك وصل على لبنان يرجى الإنتباه   سنموت_بعد_قليل,fake
44,الشهيد صدام حسين يتحدث عن فيروس كورونا,fake
45,بسبب  كورونا..  قطر تفرض قيودا مؤقتة على دخول لجميع القادمين من مصر.. و«الطيران المدني» تعلق    فيروس_كورونا,fake
46,تعرف ان في اغلب البلدان اللي وصلها فيروس كورونا (اللهم احفظنا) بيعطو المرضى والحالات المشتبه بها ثوم وبصل كعنصرين اساسية في غذاؤهم..اذا كانت فلسفتك وكل فترة طالع بفكرة جديدة وتدعي انك الفاهم ماغيرك من باب حب الظهور اوالشهرة.. فاتقي الله انت طبيب ربي ماحيتركك بدون بلاء وحتكون عبرة,fake
47,بوتين يعلن عن تسجيل أول لقاح في العالم ضد فيروس  كورونا وابنته أخذت اللقاح,fake
48,شيء غريب فعلا  روائي أمريكي شهير يكتب قبل ٣٩ عاما رواية عنوانها ، عيون الظلام، عن فيروس طوره الجيش الصيني في مدينة  ووهان لإستخدامه كسلاح بيولوجي ضد البشر، والأحداث تتطابق مع  كورونا   كوفيد_19,fake
49,كتاب صدر سنة 1981 يتحدث عن فيروس  كورونا . عيون الظلام   The Eyes Of Darkness  حرب_بيولوجية,fake
50,بعد فايروس  كورونا أسراب من طايور الغربان  و الباعوض الكبير تهاجم الصين  ظاهرة قل نظيرها  ولم تحدث من قبل في دولة الصين الشعبية ...  شاهد,fake
51,سمعوا صدام حسين يتكلم عن  كورونا_العراق وكيفية مواجهته له  طلعت السالفة صناعة ارهاب وضرب اقتصاديات الدول !  صباح_الخير  كورونا_المستجد,fake
52,رياض سلامة: ما في داعي للهلع الليرة بألف خير ودولارات كشك. وزير الصحة: ما في داعي للهلع فنجان قصعين وتحميلة بيمشي الحال.  كورونا  سنموت_بعد_قليل,fake
53,أنباء مؤكدة  إصابة تميم بن حمد أمير دويلة قطر الإرهابية بفيروس كورونا بعد استقباله مندوبة أمريكية حاملة للمرض قادمة من إيطاليا  نسأل الله أن يهلك الظالمين بما ظلموا,fake
54,"سبحان الله أول مره نفرح بقدوم الغبار والسبب كلنا عندنا معلومه بأن ""الفيروسات الغير مرئيه"" لايقضي عليها الا الغبار فسبحانك ربي ما أعظمك وما ألطفك بعبادك سبحان الله الذي سير الغبار إلينا في وقت لم نعتاد على الغبار في مثل هذا الوقت وهذا الشي. الحمد الله دائما.  كورونا_الكويت",fake
55,كورونا   بعد الإعلان فى مصر عن اختراع علاج مرضى الأمراض المستعصية عن طريق اكل الكفتة الإعلان فى مصر عن اختراع علاج مرضى فيروس كورونا القاتل عن طريق اكل البلح الزغلول,fake
56,مباشرة من ⁧ البيت_الأبيض⁩ لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن  ⁧ كورونا_فيروس⁩  بأنه خدعة وأن اللقاح موجود وأنهم ملقحون فلا داعي للبس الكمامات عندما لا يكون البث. ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا,fake
57,بعض النصائح والإرشادات  التي صدرت من خبراء الصحة الصينيين في مدينة ووهان .. وطريقة الوقاية من فيروس كورونا: 7- عليك أن تداوم على الغرغرة أيضا : ب دواء الغرغرة Betadine Sore Throat للتقليل او القضاء على الجراثيم في اللوزتين قبل ان تتسرب الى رئتيك. او الغرغرة بالماء والملح,fake
58,خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا ١٠٠% اذا كان موجود  في الرئتين  أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة ..  ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق  تقديم_منع_التجول_بجدة   فيروس_كورونا,fake
59,الكثير من الصينيين يشاركون فديوهات عن انتشار الغربان فالصين وهذه واحده منها مع التعليق  مع الانتشار السريع لوباء الالتهاب الرئوي في ووهان ، تحلق العديد من مجموعات الغربان في هوبى وخنان وحتى تيانجين! كم من الناس سيموتون! !   كورونا_الصين,fake
60,انقلب السحر على الساحر .. اراد العالم الامريكي دمتري تدمير الصين وايران وايطاليا فخرج الفايروس عن السيطره وقتله هو وزوجته وبنته والان امريكا تعلن ان الوباء خرج عن السيطره .... مخترع ( فايروس كورونا ) ٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠ العالم الأمريكي الذي اخترع فايروس كورونا كسلاح,fake
61,الولايات_المتحده 1.7 مليون اصابه بالولايات المتحده ، عندي وصفه تخلصكم من الكورونا خلال ساعه باذن الله ، لقد خصصتم 2.2 ترليون لمكافحه الكورونا ، افتح حساب لي عندكم وحولهم لحسابي ومثلهم معم وادعوني لاحضر مع الوصفه لكي اسلمها لكبار علماء الطب تلفون 972522878900 ناجحه ١٠٠/١٠٠ .,fake
62,يتم تشخيص COVID-19 لأي مشكلة في الجهاز التنفسي وفقا لموظف المستشفى هذا..وهكذا تم تزيف الحقائق وأعطى العالم ارقام ضخمه لاعداد المصابين وتخويف الناس وفرض قوانين أحترازيه لتضيق الخناق على الشعوب كي تقبل اخذ اللقاح مقابل الحرية,fake
63,ورد الآن: الصين تعلن الحرب النووية على أمريكا وتتوعد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا,fake
64,-حسن: سنوصي باقفال عام لمدة 15 يوما في حال كان التقييم لأيام الاقفال سلبيا.  EDEN BAY عم يضحك بالزاوية على هيدا القرار قبل ما يطلع!         لا_داعي_للهلع  سنموت_بعد_قليل  كورونا_لبنان  منظمة_الصحة_العالمية  فيروس_كورونا,fake
65,انباء عن اصابة  شيطان_العرب  بفيروس كورونا !! نقل الناشط الحقوقي الاماراتي عبدالله الطويل عن مصدر خاص ان هناك اخبارا بأن محمد بن زايد موجود في الحجر الصحي بعد اصابته بفيروس كورونا، وهذا الامر الذي تتكتم عليه سلطات الامارات وداعا اكسبو_دبي  دوله_الزجاج_ستعود_رمال_لامحال,fake
66,إن صح خبر طالبة الدكتوراه أو لم يصح، فقد تحرك  كريستيانو_رونالدو بحسه الوطني والإنساني، وذلك بتحويل سلسلة فنادقه التي يمتلكها في وطنه البرتغال إلى مشافي للمصابين ب  فيروس_كورونا_المستجد ، هذا الحس الذي يجب أن يكون حاضرا ومسيطرا علينا جميعا على قدر الاستطاعة,fake
67,كشفت مصادر محلية في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين,fake
68,الصين تتوصل لعلاج جديد ل فيروس كورونا,fake
69,للشباب فقط : في ظل التوقعات عن إصابة تميم الفخذ بفيروس كورونا هل تتوقع أن يكون الفيرس انتقل لتميم من أحد المسؤولين  الإيرانيين عن طريق :  مباشر_قطر_اصابة_تميم_بكورونا   هشام_عشماوي   كورونا   ادعم_وزيرة_الصحة   عود_البطل   قطر_تشعل_المغرب   قطر  قطر_كورونا  اردوغان_النازي_الجديد,fake
70,من مصدر موثوق الكورونا تفشى في لبنان و في الأيام المقبلة سنلحظ إرتفاع في عدد الإصابات، سنفروا بي أرواحكم!  سنموت_بعد_قليل  كورونا_لبنان  كورونا_الجديد  لبنان_يتكروان  لا_داعي_للهلع,fake
71,الله أكبر   إيطاليا اعلن الرئيس الإيطالي تسليم الأمر الى السماء نزل المسلمين للشوارع وضجت الشوارع بالدعاء الله الواحد القهار وصلى معهم النصارى  صلاة المسلمين    فيروس_كورونا اعاد العالم إلي الله  إلا ملحدين المسلمين,fake
72,ديلي ميل البريطانية: البروفيسور الروسي الكسندر تشوتشالين كبير اطباء الجهاز التنفسي في روسيا؛يعلن استقالته من لجنة الاخلاقيات بوزارة الصحة، على خلفية تسريع انتاج لقاح  كورونا وما يترتب على ذلك من خطورة على صحة الأنسان .,fake
73,بعد انتهاء موسم  الحج هذا العام سوف يتم اكتشاف لقاح لفيروس كورونا لأن أهم أهداف فيروس كورونا هو تعطيل فريضة الحج وفي العام المقبل سوف يكون لديهم ذريعة جديدة لتعطيل الحج وهكذا الله المستعان  جريمة_منع_الحج   زيد_البعوه,fake
74,بالصين أي حيوان يلاقونه ياكلونه وبالهند أي حيوان يلاقونه يعبدونه وبالكويت أي حيوان يلاقونه ينتخبونه  عرفتوا ليش صارت الكورونا بالكويت الحين ؟   البنفسجي   بو_حواجب    الكويت_كورونا,fake
75,سبحان من انطق هذا المسخ ومن خلفه سبب انتشار فايروس كورونا لهذا السبب طلب تطعيم ومنح شهادة بوضع شريحة بجسم كل انسان اثبات بانه تم تطعيمه والهدف هوان تم تقييدابشرومعرفة كل شي عنهم اسلوب صهيوماسوني ريتشادي عليهم سخط الله وغضبه وبأسه الذي لايرد عن القوم الظالمين,fake
76,سئلت عن اللقاح الروسي، بخصوص  اللقاح  الروسي أو أي لقاح يجب أن يكون آمن وفعال لكي يصرح باستخدامه ويتم ذلك عن طريق إجراء الدراسات الإكلينيكية ولم أطلع على دراسات اللقاح الروسي لأني لأعرف هل نشرت أو لا. أعتقد أن اللقاح الفعال بشكل كبير وأيضا آمن قد يأخذ وقت.,fake
77,باولو ديبالا يعلن عن إصابته واصابه زوجته بفيروس الكورونا    يوفنتوس  فيروس_كورونا   إيطاليا,fake
78,إصابة ملكة بريطانيا الملكة اليزابيث بفيروس كورونا  فيروس_كورونا   خرجوا_السجناء_البلد_فيها_وباء,fake
79,عراب الانقلاب والغدر والعقوق في قطر  بدء التغريدات ب  كورونا  ثم اقحم 11 سبتمبر ، ثم حول على الدول العربية ، ثم على دول الخليج ثم اختتم بان قطر دولة الصمود وان استمرت المقاطعة 3 سنوات ثم اختتم التغريدة بالتوسل لانهاء المقاطعة ..توظيف رخيص وغبي  الاسم: بن جاسم  الوظيفة: جمال ريان,fake
80,كورونا..   إلتقطت هذه الصورة صباح اليوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه    مايهزه ريح ابو يمن,fake
81,في إيطاليا المواطنون يلقون اموالهم في الشوارع ،بمعنى انها لم تعد تنفعهم .. الحمدلله على نعمة الإسلام الحمدلله على العافية الحمدلله على نعمه التي لاتحصى. خليك_ببيتك_وانشد_لوطنك   يوم_الأرض_الفلسطيني   البدون_بين_الوباء_والظلم   إبشر_سيدنا   فيروس_كورونا,fake
82,مدة ستة أشهر والعالم عاجز ومرعوب من  كورونا ليخرج في الاخير  طبيب بيطري روسي ويكتشف اللقاح يبدو ان العالم اسطبل كبير ..!! العقود_يطالبون_بالترسيم,fake
83,بالصين اي حيوان يلاقونه            ياكلونه   وبالهند اي حيوان يلاقونه           يعبدونه   وبالكويت اي حيوان يلاقونه                             ينتخبونه     عرفتوا ليش  الكورونا الحين,fake
84,تعليق_الدراسه لبنان تعلن انتهاء العام الدراسي بسبب انتشار مرض كورونا . انا :,fake
85,القناة 12 العبرية: إصابة محمد بن زايد بفيروس  كورونا عقبال عند كل حكامنا الطواغيت والمجرمين,fake
86,أعلنت الصين قبل قليل نجاح المصل الفلسطيني الذى قدمته الطبيبة الفلسطينية منار سعدى الشناوى فى معالجة فيروس كورونا، وقالت وزارة الصحة الصينية ان المصل الفلسطيني اثبت نجاعته مئة فى المئة فى شفاء سبع حالات من الفيروس، هذا وسيتم تسجيل براءة الاختراع باسم فلسطين,fake
87,بن_زايد مصاب بوباء  كورونا اللهم تعلم انه عاداك واظهر في الارض الفساد اللهم خلص الامة منه يالله كشفت مصادر موثوقة في الإمارات، عن إصابة ولي عهد أبوظبي محمد بن زايد، بفيروس كورونا القاتل، مشيرة إلى أن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس,fake
88,اختبارات كشفت أن فيروس كورونا ينشط أكثر في الطقس البارد والجاف مقارنة بالطقس الحار والرطب.   كورونا  فيروس_كورونا,fake
89,*مهم  مهم مهم !!!!!!*  فايروس كورونا قبل لايوصل الى الرئة يبقى في الحنجرة أربعة أيام وفي هذا الوقت يبدأ الشخص بالگحة والم الحنجرة  فاذا شرب ماءا كثيرا وغرغرة بالماء والملح او الخل يقضي على الفايروس انشر هذه المعلومات لانه يمكنك ان تنقذ احدا بهذه المعلومة . كرونا_في_الكويت,fake
90,معلومة_متداولة : أن استنشاق بخار الماء يقتل فيروس كورونا ١٠٠% اذا كان موجود  في الرئتين  أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة ..  ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق . COVID2019  coronavirus  كورونا  كلنا_البليدة  الجزائر,fake
91,مؤشر داو جونز يرتفع بنحو ٩٠٠ نقطة بعد اعلان ان لقاح تطوره شركة موديرنا لمكافحة فيروس كورونا يحقق تقدما.,fake
92,للأسف وثيقة فاضحة من هيئة الطيران القطري تبين سبب انتشار وباء كورونا في قطر بشكل خطير. هل يعقل منع السفر الى الكويت وعمان واستثناء ايران و تركيا ؟ في منتهى الإهانة للبلد,fake
93,وثيقة فاضحة من هيئة الطيران القطري تبين سبب انتشار وباء  كورونا في  قطر بشكل خطير ، منع السفر الى  الكويت و  عمان و  مصر واستثناء  إيران و  تركيا,fake
94,زيارة الرئيس الصيني احد المساجد ويطلب من المسلمين الدعاء إلى الله   كورونا_الصين,fake
95,الحكومة الصينية تعلن رسميا عن نجاح المصل المصري المقدم من وزيرة الصحة المصرية بالقضاء فيروس كورونا..تفاصيل -,fake
96,بالاردن الفرق بينك وبين الي معه كورونا إنه هو عمل فحص وإنت لأ.,fake
97,وسائل إعلام إسرائيلية تتحدث عن اصابه ولي عهد أبو ظبي  محمد_بن_زايد بفيروس  كورونا  وخبر أخر يتحدث بأن  ابن_زايد نقل إلى مستشفى كليفلاند في  أبو_ظبي ثم نقل إلى حجر داخلي في قصره.  اللهم آمين يارب العالمين، والله يجير المؤمنين والعباد من هذا الوباء ووباء الخليج  مبز و  مبس,fake
98,بوابة_الوفد|  فيديو.. مدير مستشفى سابق ينصح ب  الوضوء لمواجهة  فيروس_كورونا,fake
99,علماء يهدفون إلى إنتاج مليون جرعة من لقاح جديد ل  كورونا بحلول سبتمبر,fake
100,عندك  كورونا أم لا؟ بحسب الطبيب المصري د. هشام الخياط، أستاذ الكبد والجهاز الهضمي بمعهد تيودور بلهارس،  يوجد اختبار بسيط يمكن للإنسان من خلاله معرفة إصابته بكورونا من عدمه. قال: أنه يجب على الشخص كتم نفسه لمدة 10 ثوان ومن يتحمل هذه المدة يطمئن لأن هذا يعني عدم إصابته بكورونا,fake
101,كم ستستمر المناعة بعد الإصابة ب COVID-19؟ للذين يتعافون من الإصابة ب COVID-19 ، تظهر الأبحاث الجديدة أن المناعة ضد الفيروس ربما تستمر لمدة 3 أشهر على الأقل. يعني عكس اللقاحات للأمراض الأخرى التي تلقحون ضدها، لقاح COVID-19 سوف لن يفيدكم طالما المناعة من الإصابة به قصيرة الأمد.,fake
102,ياخي اي واحد يجي من برا و فيه كورونا قصوه لانه جاي من ايران ولا تكلم لانه خاين لوطنه و بلاده لعنه الله هو ايران   إيران_تصدر_كورونا_للخليج,fake
103,تونس تعلن الشروع في تطوير لقاح ضد فيروس كورونا المستجد,fake
104,الله أكبر ، عدد كبير من الصينين اعتنقوا الاسلام في يوم واحد ، لن تستطيع اي قوة في العالم انقاذهم مما حل بهم ، غير الله ، اسلامهم مكسب عظيم لنا في الدنيا والآخرة .  كورونا   الصين,fake
105,الاسم: الدولة اللبنانية المهنة: لا داعي للهلع    سنموت_بعد_قليل  كورونا,fake
106,إصابة اللاعب الارجنتيني باولو  ديبالا ب  فيروس_كورونا  Dybala  CoronaVirus,fake
107,الأرض ثابتة  ومستقرة الترجمة: لذلك ... تدرس جامعة ييل عقول الأمريكيين لإعدادهم لقاح COVID. القناع ، والإبعاد الاجتماعي ، والإغلاق ، ودورة الأخبار ... جزء من الغرض المقصود هو إرهاقك عقليا وجعلك تقبل حلهم المتسارع للفيروس.,fake
108,"وسبق أن أكدت منظمة الصحة العالمية أن فيروس  كورونا المستجد سيبقى بين المجتمع البشري ""لوقت طويل""، معتبرا أن موجة ثانية للجائحة على الأقل ستضرب العالم بسبب عدم وجود أي لقاح جاهز ضد المرض حتى الان",fake
109,من النصائح المهمة للتقليل من خطر الاصابة ب  فيروس_كورونا -  COVID19   - الاكثار من شرب  الماء ويفضل كوب كل ساعه لزيادة ترطيب الفم والحلق .   - القيام بغرغرة  الفم يوميا بمحلول مكون من الماء مع خل التفاح والحامض .     كورونا_الجديد   خليك_في_البيت   ملتزمون_ياوطن,fake
110,كورونا” وقرار  بتأجيل اكسبو دبي 2020  مصيبة تحل على الإمارات.. إصابة محمد بن زايد ب”كورونا” وقرار  بتأجيل اكسبو دبي 2020,fake
111,عااااجل  ستقوم مروحيات عسكرية خاصة برش مبيدات ضد فايروس كورونا في سماء جميع محافظات مصر بدأ من الاسكندريه حتى أسوان  وبذلك يجب منكم البقاء في المنازل بعد الساعه الثانيه عشر ليلا  حتى بزوغ الفجر وكل من لديه ملابس منشوره في الأسطح او اغراض خاصه، بالأستعمال اليومي يجب ازالته,fake
112,"صدق أو لا تصدق ! تم ذكر فايروس  كورونا في رواية  "" عيون الظلام "" للكاتب الأمريكي دين كونتز والتي صدرت في عام ١٩٨١.  وليس ذلك فحسب بل تم ذكر إسم المدينة الصينية الموبوءة  ووهان والمعمل العسكري أيضا القريب من المدينة! هل هي صدفة؟ أم هي حرب بيولوجية كما يروج لها الروس؟",fake
113,للأسف وثيقة فاضحة من هيئة الطيران القطري تبين سبب انتشار وباء كورونا في قطر بشكل خطير. هل يعقل منع السفر الى الكويت وعمان واستثناء ايران و تركيا ؟ في منتهى الإهانة للبلد,fake
